tx	sorghum1	sorghum2
EER90801	0	0
KXG37446	14.256045	13.839462
OQU90901	0	0.035793
OQU90902	0	0
EER90802	0	0
OQU90904	1.346608	0
OQU90903	0	1.660633
OQU90905	0	0
EER90803	9.854248	11.86305
KXG37448	69.782454	68.00203
KXG37449	0	0
KXG37450	8.637702	7.560327
KXG37451	0.26781	0.302778
EER90804	12.359133	14.307335
OQU90906	0	0
OQU90907	1.903415	2.07273
OQU90908	0	0
OQU90909	2.075594	1.359946
EER93365	8.534224	6.391331
KXG37453	0	0.072741
OQU90910	0	0
OQU90911	2.741345	4.297902
KXG37454	10.17808	7.482121
OQU90914	0	0
EER93367	23.309859	22.288632
EER93368	28.757427	29.13772
EER93369	5.646006	4.36922
OQU90915	3.196687	4.940438
OQU90916	0.835574	0.510714
EER93370	5.880452	7.482533
EER93372	28.581567	26.373907
EER90809	25.58637	23.987227
EER93373	9.180927	9.223723
OQU90918	38.362762	40.218869
OQU90917	0	0
KXG37457	2.517468	1.332813
KXG37458	202.83109	197.083648
ENSRNA049444321-T1	0	0
EER93374	26.936721	28.28536
KXG37459	1.077417	1.161119
KXG37460	28.476117	28.248675
EER93376	53.676393	55.166554
KXG37461	3.734172	6.154203
EER93377	14.318192	12.102404
EER90813	7.168172	6.43382
KXG37462	54.909744	41.891561
EER90815	14.877268	17.726451
OQU90919	0.802924	0.375187
OQU90920	0.655613	0.819832
EER93378	202.298959	214.80913
EER90817	0.070201	0
EER93379	0	0
EER93380	1.075447	1.049677
OQU90922	5.29699	4.157629
OQU90921	0	0.202173
OQU90923	0	0
EER90818	0.951946	0.241767
KXG37466	0	0
EER90819	11.385859	11.095294
KXG37467	0	0
EER90820	13.276951	12.384003
EER93382	3.064178	3.554473
KXG37469	0.912176	0.36205
KXG37468	3.737664	2.759826
OQU90925	0.458447	0
EER93384	0	0
OQU90926	0	0
KXG37470	25.543159	22.633246
EER93386	0.620345	0.24783
EER90821	16.133404	14.634348
EER90822	0	0
KXG37471	13.342386	12.996878
KXG37472	17.176308	17.985701
ENSRNA049444337-T1	0	0
EER90823	86.783151	94.781395
OQU90927	1.11687	0
KXG37474	0.517975	2.730454
OQU90928	0	0
EER90825	6.790718	6.91777
EER93387	11.326656	9.103172
OQU90930	0	0
KXG37475	9.340195	9.932529
EER93388	0.465045	3.113241
EER93389	71.074868	76.250826
EER90826	5.223267	1.825359
EER93390	16.29066	16.233757
OQU90931	1.470754	1.020363
KXG37476	4.14614	2.048179
KXG37477	49.299944	46.049126
KXG37478	0	0
EER90827	1.497848	1.789004
OQU90932	2.759574	3.473098
KXG37479	3.295041	2.51242
KXG37481	0.738108	0.78301
EER93393	1.466771	2.020618
EER90828	24.781184	24.189688
KXG37482	284.141054	309.15361
EER93394	0	0
EER93395	21.824741	22.346388
EER90829	33.260349	16.636937
KXG37484	0	14.557975
OQU90933	0	0
KXG37483	0.513151	0.237792
OQU90934	0	0
EER90831	62.829648	61.22285
EER93396	6.147938	7.136557
EER93397	4.846572	6.242036
KXG37485	1.268326	0.591568
EER93398	46.173742	45.904728
KXG37487	74.515422	76.362021
KXG37486	0	0
KXG37488	0	0
EER93399	35.893314	36.811998
OQU90935	0	0
EER90833	17.096554	15.050028
EER93400	0	0
OQU90936	0	0
EER90834	14.210987	12.950728
EER93401	0.161955	0.14961
KXG37490	7.117732	8.567374
KXG37491	10.546528	12.136574
OQU90937	9.755104	8.77579
EER90837	9.317698	8.110552
EER93404	2.270545	1.853348
EER93405	5.843999	6.095596
EER93406	0	0
EER90838	0	0
EER90839	1.603301	1.802812
EER90840	72.848037	72.593439
EER93408	5.002458	4.344325
EER93409	5.3338	6.159203
OQU90939	0	0
KXG37494	4.92407	6.275778
EER90842	11.56677	12.036441
EER93771	0.228247	0.151133
KXG37495	10.190374	11.828317
KXG37496	10.857066	9.551384
OQU90941	0.124858	0.574874
EER90844	0	0
KXG37497	14.985198	14.408624
EER90846	11.791097	11.281639
EER90847	3.69383	5.494591
EER93410	16.339932	17.890244
EER90848	22.094395	21.752026
EER90849	28.256022	29.732978
OQU90942	0.115563	0
EER93412	0	0
EER93413	0.516675	0.276185
OQU90943	0.791758	0.957566
KXG37498	1.027465	0.242679
OQU90944	0	0
KXG37499	0	0
OQU90945	0.540257	0.352957
EER93415	0	0
OQU90946	0	0
KXG37500	0.31962	0.221214
OQU90947	0.717226	1.081509
EER90852	6.596893	5.781577
EER93417	0.090912	0.042138
KXG37501	34.014369	39.206641
KXG37504	72.729414	76.738282
OQU90948	0.329126	0
OQU90951	0.432821	0.526061
OQU90950	3.938342	2.616234
OQU90949	0	0
OQU90952	0	8.697026
KXG37510	12.19033	3.31419
KXG37509	10.666439	10.718335
OQU90954	0	0
EER90853	63.803977	68.411104
EER93420	5.932975	7.014163
OQU90955	0.156138	0.144797
OQU90956	8.109889	9.270769
OQU90957	0.225969	0
OQU90958	12.276277	11.845977
KXG37512	0	0.587083
EER93421	0	0
KXG37513	34.015637	33.507294
KXG37514	0	0
EER90854	0.237371	0.054416
KXG37517	0.736663	0.748697
KXG37519	107.209835	113.646514
KXG37518	0	0
KXG37515	127.501579	131.700656
OQU90959	0	0
OQU90960	0	0
OQU90961	0	0.10027
EER93423	1.612995	1.507718
EER93424	0.406954	0.437523
KXG37521	2.414003	3.006864
KXG37522	3.074688	3.123006
KXG37523	0.588347	0.641142
KXG37524	0.270311	0.100478
EER93428	52.872859	52.664949
KXG37527	1.886765	1.784101
EER90856	32.616456	41.767241
KXG37528	8.305603	6.331895
OQU90963	0.579811	0.898074
OQU90962	11.621131	8.117446
EER90858	6.42531	5.86564
ENSRNA049445250-T1	0	0
EER93429	223.627667	207.450875
ENSRNA049469036-T1	0	0
ENSRNA049469007-T1	0	0
OQU90964	0	0
KXG37529	24.03164	22.976545
EER93433	25.396925	28.37161
OQU90965	20.019341	19.059471
KXG37532	1.819199	1.107074
KXG37531	3.869989	3.532402
OQU90966	6.811138	9.075567
OQU90967	0.239555	1.825482
EER90859	2.785232	1.643984
KXG37535	0	0
OQU90968	0.606268	0.187573
EER90860	423.538389	422.580715
EER93435	22.82602	22.749081
KXG37536	0	0.178428
EER90861	1.047802	0
EER90862	0.296995	0.137983
EER93436	22.138282	22.5503
KXG37537	0	0
EER93437	38.021039	36.191146
EER90863	1.550827	2.853707
KXG37538	7.068514	7.874001
OQU90970	0.525207	0.274981
OQU90969	0	2.268646
OQU90971	0.412609	0
OQU90973	0	0.837054
OQU90972	8.938023	8.637338
EER93438	0.92268	0
EER93439	9.612927	9.473608
OQU90974	19.242816	16.06406
OQU90975	0.070858	0
OQU90976	0	0
KXG37540	0.259403	0.930484
EER93441	79.857661	79.325248
KXG37541	0	0
KXG37542	35.75052	34.864897
OQU90977	1.150273	0.990344
OQU90978	0.147323	0.29498
EER90865	18.834832	17.877234
OQU90979	0.622951	0.998878
KXG37543	0.122802	0.394306
OQU90980	0	0
OQU90981	64.178754	58.425337
EER90867	6.625342	6.005299
OQU90982	35.996203	41.449287
EER90868	0	0.139858
EER90869	83.348802	90.169823
OQU90983	2.308246	2.269616
OQU90984	19.360188	20.295578
OQU90986	0	0
OQU90985	0	0
OQU90987	31.47585	28.684826
EER93447	0.350284	0.328728
OQU90988	0.575387	1.394561
OQU90990	16.658358	11.594287
OQU90989	0	0.554341
EER93453	3.032566	2.186542
EER90872	14.393806	13.969708
KXG37545	19.623921	19.66476
KXG37547	313.432518	321.24027
KXG37548	0	0
OQU90991	144.231869	127.363868
KXG37546	2.33754	2.056514
EER93454	0.107834	0.1009
KXG37550	0	0
EER93456	17.528332	15.624417
KXG37551	13.423939	11.7103
KXG37554	8.912152	8.709047
OQU90992	0	0
KXG37553	3.486858	2.444614
EER93457	3.162028	3.823065
EER93458	19.707131	20.758109
EER93455	1.965811	2.610812
OQU90994	20.97605	19.248725
OQU90993	0	0
EER93459	6.60778	7.755642
OQU90995	0	0
EER93460	11.974661	10.264292
KXG37556	19.224037	21.377328
EER93461	22.185376	18.278052
OQU90996	3.541121	3.866814
KXG37557	5.504209	5.777733
KXG37559	4.702162	4.586906
OQU90997	9.869401	9.447054
OQU90998	0	0
EER90879	0	0
KXG37561	17.151569	12.697201
KXG37562	3.494898	3.603625
OQU90999	9.006311	14.783063
OQU91001	9.991621	9.062312
OQU91000	41.924056	36.568359
EER90880	5.862451	5.917132
EER93464	4.595707	4.018925
EER93465	0	0
OQU91002	0	0
EER93466	709.196948	682.690758
EER90882	27.299188	26.044343
EER90883	6.669733	7.327104
KXG37566	7.302301	7.104619
KXG37567	2.92343	2.884479
KXG37568	0.443731	0.149036
OQU91003	0	0
OQU91004	0	0
OQU91005	2.660793	1.228495
KXG37569	4.751814	3.757918
KXG37570	1.498332	1.38692
EER93470	0	0
EER93471	26.557617	20.968221
OQU91006	0	0
KXG37572	0	0
KXG37573	0	0.242272
EER90887	13.52678	12.182038
KXG37575	0	0
EER90889	2.961779	2.388764
EER90890	119.355827	120.473515
EER90884	0	0.10877
KXG37578	140.797256	136.079873
OQU91008	2.882309	4.20672
OQU91010	0.181816	0.19432
KXG37576	158.996837	165.47919
OQU91009	0	0
KXG37580	9.716231	9.607011
OQU91011	0.256671	0
OQU91012	0	0
KXG37582	12.985584	12.012766
KXG37583	41.274511	46.267877
KXG37584	0.959273	0
KXG37585	17.482136	18.395612
KXG37586	0	0
ENSRNA049997165-T1	0	0
EER93472	32.456969	33.617953
EER90894	83.471497	83.283492
KXG37587	12.016702	11.973148
KXG37588	12.327136	11.576729
OQU91013	0	0
KXG37589	1.853787	1.365412
OQU91014	0	0
EER90896	56.093793	57.03932
EER93475	3.437857	3.679315
EER90897	64.20522	63.799759
EER93476	0	0
OQU91015	0	0
KXG37592	5.415928	5.164451
EER93477	37.116137	36.636959
OQU91016	0	0
OQU91017	0	0.094153
EER93478	37.485913	35.855142
OQU91018	0.134112	0.24971
OQU91019	84.503866	73.788295
EER93480	0.269384	0.193438
OQU91020	0	0
EER93482	5.467804	4.676815
OQU91021	0.201384	0.06183
ENSRNA049997171-T1	0	0
EER93483	30.893307	29.574131
EER93484	208.726246	199.550008
EER90901	1.336819	2.121545
OQU91022	0	0.111638
EER93485	12.988099	13.448471
KXG37596	0.430271	0
OQU91023	0	0.477107
EER93487	0	0
KXG37597	0	0
KXG37598	0.090418	0.165797
EER93488	0	0.151736
OQU91025	0	0
OQU91024	0.748381	0
OQU91026	36.048024	34.66883
EER93490	0	0
OQU91027	22.814507	22.070022
OQU91028	168.762849	171.96747
OQU91030	0	0
OQU91034	0	0
KXG37601	0	0.968248
KXG37602	1.828986	2.260085
OQU91031	1.53483	0
OQU91029	0	0
KXG37603	0	0
KXG37604	3.108958	3.133377
KXG37605	47.879798	47.557297
KXG37606	14.488275	14.799335
KXG37608	0	0.70176
KXG37609	0.350168	0.326962
OQU91035	0	0
EER93494	14.364315	13.396561
KXG37613	2.936023	3.257417
KXG37614	0.071291	0
KXG37611	13.311353	11.69022
KXG37616	45.981923	51.040821
KXG37615	0	0
OQU91036	5.906995	4.902671
KXG37618	49.752082	46.092128
KXG37619	90.581343	86.27604
KXG37620	3.124111	2.425903
EER93496	18.314471	15.382349
EER90911	3.539978	3.836767
OQU91037	91.430504	91.865005
KXG37622	8.32142	8.17233
EER90912	46.235475	42.747617
EER90913	509.07844	504.653405
EER93499	3.156163	3.080666
EER90914	2.564216	2.056546
ENSRNA049997178-T1	0	0
KXG37624	0	0
EER90916	0.462486	0.162171
EER90917	0.488704	1.028861
EER93500	0	0
EER90918	76.612828	74.82121
OQU91038	0.136826	0.140284
KXG37626	16.446512	15.709027
EER90919	201.723276	210.965497
OQU91039	146.579392	155.528483
EER90915	14.06708	12.743973
EER90920	0	0
EER93504	0	0.06311
KXG37627	0	0
OQU91041	34.026646	30.708826
OQU91040	0	0
OQU91042	0.175516	0.081069
EER93506	0	0.058052
OQU91043	0	0
EER90921	1.668856	0.559576
KXG37629	6.537958	7.23534
KXG37630	10.26075	10.279297
OQU91045	0	0
KXG37631	23.788776	26.522535
KXG37632	66.648641	76.202314
OQU91044	72.917627	63.720285
EER93505	0.323824	0.291987
EER90923	1.107659	1.477304
EER93507	9.617067	9.763264
EER93508	0.561256	1.232366
EER93509	0	0
EER93510	0.280042	0.257666
EER90924	12.022902	12.360868
KXG37633	0	0.243872
OQU91046	0	0
EER90925	21.532602	21.07462
KXG37635	0.713561	1.314763
KXG37636	0.216059	0
EER93511	0	0
ENSRNA049997123-T1	0	0
OQU91047	0	0
EER90929	1.512533	1.871074
EER93512	183.034716	180.026723
OQU91048	0	0
KXG37637	1.339293	1.634012
EER90931	84.046657	89.905689
EER93513	0	0
OQU91049	1.665406	0.423913
EER93514	25.821189	27.035043
EER93515	232.722636	212.071434
OQU91050	0.29621	0.681359
EER93516	5.857849	4.319058
EER93517	1.733962	2.448737
EER93518	22.150549	21.14873
KXG37640	5.886565	4.420011
OQU91051	0	0.065564
OQU91052	2.174077	3.314128
OQU91053	12.340778	11.785914
EER93519	0	0
KXG37641	0.059258	0
OQU91054	6.562711	6.504593
KXG37645	16.078922	5.39461
KXG37644	14.516811	21.513879
KXG37647	14.256986	16.114047
OQU91055	0	0
EER93521	0.257809	0.199462
KXG37646	0	0
KXG37649	4.026255	2.769215
OQU91057	0	1.416467
EER93522	0	0
OQU91056	0	0
EER93523	3.841118	4.193604
EER90936	11.105817	12.383155
OQU91058	0	0
EER90939	62.429705	65.86308
EER90940	106.46579	91.152327
EER90941	100.764767	87.703709
EER90942	46.265423	48.552748
OQU91059	0.065477	0.060569
OQU91060	0	0
EER90943	0	0
OQU91061	4.859783	6.441903
KXG37650	26.268416	27.195469
KXG37651	0.378566	0.900221
KXG37652	15.661447	15.555131
EER90944	4.316633	3.131846
OQU91062	0.823475	1.057104
OQU91063	0	0
EER93526	2.564385	2.388821
EER93527	28.169222	28.149904
KXG37654	0.196865	0.182455
KXG37655	6.049021	6.475707
KXG37656	3.563181	3.218192
EER93529	6.094323	4.526646
EER90948	0	0
OQU91064	3.350492	2.653143
KXG37658	10.466159	9.08678
OQU91065	0.210021	2.677293
KXG37659	0	0
EER90950	12.553678	12.520541
KXG37660	1.104415	0.701509
KXG37661	1.394459	1.381375
EER90952	0.194736	0.271583
OQU91066	0	0
EER90953	53.906957	56.749085
OQU91067	0	0
EER93531	63.895623	56.617338
OQU91068	0.606681	0.699598
KXG37663	0	0
OQU91069	0	0
EER93532	2.696182	3.002669
OQU91072	0.151482	0.390755
OQU91070	0	0
OQU91073	0	0
KXG37666	2.500708	1.645267
KXG37667	0	12.670147
KXG37668	309.827685	308.381701
OQU91074	0	0
KXG37669	149.636059	151.214577
EER90956	0	0
OQU91076	6.756883	6.28547
OQU91075	0	0
KXG37671	12.862128	15.95686
KXG37670	0.72676	0
EER93534	60.675928	55.414808
KXG37676	0	0
KXG37674	9.214325	9.738826
KXG37675	0	0
KXG37673	20.490513	21.136028
OQU91078	0	0
EER93536	0	0.241385
KXG37677	52.211991	49.570179
KXG37678	0	0
KXG37679	0	0
EER90958	7.864611	10.102648
EER90959	5.105691	4.552958
EER93535	0	0
OQU91079	0.38038	0.712787
EER90960	23.150812	22.779902
EER93541	7.447508	6.640732
OQU91080	1.0027	0.572138
KXG37680	8.862152	6.721963
KXG37681	36.853903	36.310375
KXG37682	2.869253	3.279481
EER90961	1.614414	1.156561
EER93543	7.100318	6.636383
EER93545	0.617181	0.764609
KXG37683	4.81729	6.006857
KXG37688	42.979948	43.959015
EER93548	12.275244	11.219532
OQU91081	0	0
KXG37687	4.035748	3.53952
EER90963	0	0
EER93549	28.404149	26.751505
EER93546	11.504232	11.555237
EER93550	2.783702	3.136935
EER90964	0	0
EER93551	35.15371	33.77598
EER93547	0	0
OQU91082	0	0
OQU91083	0	0
OQU91084	0	0
EER90966	37.45317	34.217929
KXG37690	5.563176	9.375624
KXG37691	10.962944	12.588431
KXG37692	10.825882	10.747507
KXG37693	0	0
OQU91085	1.826038	1.876989
KXG37695	85.0531	83.745547
EER93554	25.457838	26.706509
OQU91086	0.066947	0
EER93555	28.757845	29.200686
OQU91087	33.716132	30.8149
EER90971	18.411965	21.432778
KXG37697	0	0
OQU91088	0	0
OQU91089	7.115291	8.151243
OQU91090	95.472968	89.493283
OQU91091	0	0
KXG37701	0.912126	0.772977
KXG37702	67.138353	61.998632
OQU91092	0	0
EER90977	58.947553	56.892517
EER90978	14.744621	15.963195
OQU91093	12.313693	11.947651
KXG37703	43.456597	47.096839
KXG37704	0.060583	0.056007
EER90980	6.389648	6.827576
EER93557	0.508041	0.629381
OQU91094	0	0
EER90981	0.168479	0
OQU91095	0	0
EER90982	14.987292	11.800123
EER93559	4.69311	3.403884
OQU91096	0	0
KXG37705	180.79489	184.188794
EER90983	8.399493	6.393118
KXG37707	16.897315	16.080868
OQU91097	0	0
KXG37709	120.248704	130.086882
KXG37708	113.363503	89.918406
EER90985	41.199039	40.142627
EER93561	38.430746	38.352959
EER90986	1.19712	1.264252
EER93562	10.667034	11.332971
OQU91098	0	0
KXG37713	0	0
KXG37712	0	0
EER93563	2.064946	0.823977
EER90988	33.658075	36.148071
EER90989	2.402368	2.151055
OQU91099	0	0
EER90990	11.50004	12.599206
OQU91100	0	0
EER90987	11.767586	13.134687
OQU91101	0.876159	0.247645
KXG37715	0.223693	0
KXG37716	1.011782	1.195378
KXG37717	5.304656	5.230886
EER93566	107.561257	106.956904
KXG37720	0	0
KXG37718	0	0
OQU91102	1.700431	0
KXG37719	2.10756	1.123142
OQU91103	0	0
KXG37721	0	0
KXG37725	0	0
KXG37724	0.916589	1.268397
KXG37723	0	0
ENSRNA049468953-T1	0	0
OQU91105	36.046561	37.825465
OQU91104	0	0
OQU91106	4.444323	4.61004
OQU91108	0	0
EER93570	20.215407	19.772392
EER93571	0	0
EER90993	78.158421	79.064471
KXG37726	8.166464	10.272926
EER90995	0.726646	2.155658
KXG37728	49.487697	47.233263
KXG37727	40.85126	37.703914
EER93572	41.400166	43.158554
KXG37730	15.878979	9.733382
EER93573	0	4.25217
KXG37729	0	0
OQU91109	54.785651	54.46994
EER93574	128.423205	134.167078
EER90996	30.461363	31.608808
OQU91110	0	0
EER93575	32.687504	35.921813
KXG37731	6.694744	6.189753
EER93577	16.489486	16.633647
KXG37733	0	0
KXG37734	0	0.143497
OQU91111	14.917063	13.163861
EER93581	11.206975	9.764637
EER93576	45.32095	43.527603
KXG37737	19.542016	22.296658
EER93583	1.258211	1.115976
OQU91112	0	0
OQU91113	0.115524	0
EER93584	83.978973	81.86902
KXG37739	2.156414	3.40174
OQU91114	0	0.32474
OQU91115	0.569694	0
KXG37738	3.691918	6.216778
KXG37740	17.180884	18.399606
OQU91116	0.960692	0.293577
EER93585	150.400889	163.303178
EER93586	53.898326	51.620008
EER91001	4.518667	6.308568
EER91002	55.668032	53.313326
KXG37741	0	0
EER93587	0.215992	0.101177
OQU91117	0.153421	0.709292
EER91004	26.495862	23.276369
EER93588	15.457378	13.586544
EER91005	2.970652	2.449153
EER91006	20.600987	23.408685
EER91007	16.162352	20.127824
EER91008	33.379426	32.023143
EER91009	52.053488	49.753565
OQU91118	0	0
EER93589	6.458109	6.467647
EER91011	36.846515	36.004287
OQU91119	0	0
OQU91120	17.609097	16.613188
KXG37746	0	0
KXG37745	26.304872	24.970791
OQU91121	0	0
EER91015	168.36352	171.075016
KXG37747	33.145444	33.123386
KXG37748	64.505882	67.78514
EER93590	0.66725	0.564994
EER91016	12.692998	11.792894
EER93591	42.955651	42.450345
EER91017	11.092145	11.217648
KXG37749	0.877368	0.192295
KXG37750	0	0
OQU91122	0	0.171391
KXG37751	0	0
OQU91123	0	0
EER93592	59.532915	59.625403
KXG37752	0	0
KXG37753	17.684934	17.41121
EER91018	41.627025	45.334522
OQU91124	0	0
KXG37755	0	0
EER93593	0	0
EER93595	0	0.122502
EER93596	11.881379	12.129286
KXG37756	0	0
OQU91125	0	0
EER91019	22.859405	21.044532
OQU91126	0	0
KXG37757	0.387373	0.936615
EER93597	30.71403	29.639358
OQU91127	0	0
OQU91129	0	0
KXG37758	6.651587	4.400027
EER93598	0.702391	1.259598
OQU91128	0	0
EER91020	8.96665	7.587424
OQU91130	0	0
OQU91131	0	0
EER93599	50.072536	48.425255
OQU91132	0	0
KXG37760	134.289329	142.845273
EER93600	9.100554	4.869475
KXG37761	0	0
OQU91133	0	0
OQU91134	0	0
OQU91135	0	0
OQU91136	16.857868	16.179392
EER91023	6.021445	6.688395
KXG37764	8.896175	7.295902
KXG37763	0	0.148272
OQU91137	25.1415	20.080482
EER91024	15.414352	14.944932
EER91026	15.685709	15.161847
KXG37767	10.173628	8.560198
KXG37768	5.244557	8.809065
OQU91138	0	0
EER93602	15.865209	16.707978
EER93603	13.615188	13.424654
OQU91139	0	0
EER91027	0.156017	0
OQU91140	0	0
KXG37769	0	0
EER91029	57.028145	58.532572
OQU91143	1.008308	1.909817
OQU91141	18.548109	15.455034
KXG37770	23.960322	22.252458
EER91030	26.313778	24.886343
ENSRNA049997116-T1	0	0
EER91031	11.537108	12.135974
EER91032	8.609681	8.24117
EER91033	7.215812	5.563619
OQU91144	152.148817	151.052881
OQU91145	131.369925	122.938366
KXG37774	0	0
KXG37777	24.375602	32.574858
KXG37775	20.8689	14.308138
KXG37776	0	0
KXG37778	0	0
OQU91146	1.76633	2.772982
OQU91147	0	0
EER91034	5.685766	0
KXG37780	15.450444	16.204998
KXG37779	0.820693	0.673378
OQU91151	1.115665	1.35865
KXG37781	2.925475	2.478323
KXG37782	0.408295	0.190073
KXG37784	1.216382	2.862787
OQU91152	0.35031	0.266849
KXG37783	2.571548	1.828942
OQU91153	0.612291	0.716296
EER93611	31.185348	30.632644
EER93612	58.914941	56.341315
OQU91154	0	0
EER93613	27.214867	29.264909
EER91035	24.493684	28.107149
EER93614	31.313183	29.694872
KXG37786	0.59764	0.621523
KXG37787	1.822149	1.668927
EER93615	122.755278	117.004441
EER91037	4.742937	3.520985
KXG37790	0.729406	1.138567
KXG37789	0	0
OQU91156	8.085192	10.939113
OQU91157	0	0
OQU91158	0	0
OQU91155	5.052695	2.130195
KXG37793	10.44485	8.397644
EER93617	7.600649	7.331233
OQU91159	0	0.14582
EER93618	31.865602	30.011121
EER91041	0	0
KXG37795	8.069678	10.069117
EER93619	0	0
EER93620	2.334656	1.793308
KXG37797	3.769235	3.966212
KXG37798	0	0
KXG37796	3.31313	0
KXG37800	0.620816	1.028684
EER93624	7.032901	4.680675
OQU91160	0.490407	0.46688
OQU91161	0	0
EER91043	7.727988	9.877145
KXG37802	6.282274	5.510331
KXG37801	2.333009	3.977074
EER91045	112.623412	101.479878
EER93625	0.096944	0.088932
EER93626	91.682201	99.72235
KXG37803	0	0
EER91047	0	0
KXG37805	274.695871	267.344125
EER91044	1.206919	0.829179
OQU91162	0	0
OQU91163	0	0
EER93630	2.53712	2.906136
ENSRNA049468679-T1	0	0
OQU91164	36.566043	39.740377
EER91049	2.452935	2.025084
EER93631	56.10879	53.82053
OQU91165	0	0.112291
EER91050	0.667963	0.497711
OQU91166	0	0
KXG37807	0	0
EER93634	0	0
EER91051	15.415961	14.073735
EER93635	13.096996	14.10268
EER91052	12.383642	11.669842
OQU91167	47.40573	55.172977
EER91054	103.218857	98.098384
ENSRNA049468784-T1	0	0
EER93633	0	0
KXG37808	0.620686	0.929411
EER91056	9.409283	8.492054
KXG37809	0	0
KXG37810	1.606761	1.869268
KXG37813	2.810754	3.187685
EER93638	5.273586	6.968391
OQU91168	2.088696	1.821509
OQU91169	0	0.278188
KXG37812	33.9761	35.607164
EER93639	3.750136	2.79209
OQU91171	49.916738	51.646775
KXG37814	0.89439	0.616887
EER93640	7.993874	8.252289
KXG37815	16.590922	13.973974
KXG37816	19.57153	20.837551
EER93641	45.424799	50.819776
OQU91172	56.958036	54.850581
EER91060	7.608357	7.777945
EER93643	108.324232	114.420685
OQU91173	0.314567	0.252809
OQU91174	0	0
EER91059	7.255755	6.566876
KXG37819	32.601412	31.084554
KXG37818	4.60272	6.864035
OQU91175	0.727851	1.657888
OQU91176	1.30984	0.611415
KXG37820	0.342267	0
EER93645	49.154276	53.024934
KXG37822	10.05023	7.918145
EER93646	0.4919	1.069922
EER93647	66.9946	69.970412
EER91064	15.266568	16.576637
OQU91177	0	0
OQU91178	0	0
KXG37825	0	0
OQU91179	0.707294	0.798841
KXG37824	0.600924	0
KXG37826	0	0
OQU91180	14.40088	13.789919
OQU91181	0.288039	0
OQU91182	0	0
KXG37830	0	0
EER91066	103.593275	111.072085
EER93650	3.937675	5.949158
EER93652	3.557397	4.757362
OQU91183	149.506245	150.230002
OQU91184	0	0.110319
EER93654	0.925678	0
EER93651	21.795965	24.818822
ENSRNA049445211-T1	0	0
OQU91185	4.472389	5.030377
EER91067	787.548233	772.871885
EER93656	38.016565	37.686527
OQU91186	0	0
OQU91187	0	0
EER93657	1.291723	0.480603
EER93655	87.367726	82.682107
EER91068	148.834194	151.340859
KXG37831	0.155055	0.285309
OQU91188	0	0
OQU91191	4.477994	6.510714
EER93660	39.852509	43.602422
